plot,datasheet_number,subplot,individual_number,species_raw,genus,species,usda_code,percent_cover,unknown_status,scientific_name_clean
RR_02,2b,plant_walk,13,Mocharaenthera bigelovii,NA,NA,NA,0.01,NA,Machaeranthera bigelovii
RR_02,2b,plant_walk,14,Ambrosia psilostachys,NA,NA,NA,0.01,NA,Ambrosia psilostachya
RR_03,2,plant_walk,1,Acacia greggii,NA,NA,NA,0.01,NA,Acacia greggii
RR_03,2,plant_walk,2,Dasilerion wheeleri,NA,NA,NA,0.01,NA,Dasylirion wheeleri
RR_03,2,plant_walk,3,Ambrosia abrosioides,NA,NA,NA,0.01,NA,Ambrosia ambrosioides
RR_03,2,plant_walk,4,Opuntia engelmannii,NA,NA,NA,0.01,NA,Opuntia engelmannii
RR_03,2,plant_walk,5,Cottsia gracilis,NA,NA,NA,0.01,NA,Cottsia gracilis
RR_03,2,plant_walk,6,cf. Agave schottii,NA,NA,NA,0.01,NA,Agave schottii
RR_03,2,plant_walk,7,Acourtia (peresiza),NA,NA,NA,0.01,NA,Acourtia wrightii
RR_03,2,plant_walk,8,Eriogonum wrightii,NA,NA,NA,0.01,NA,Eriogonum wrightii
RR_03,2,plant_walk,9,Sphaerelcea ambigua,NA,NA,NA,0.01,NA,Sphaerelcea ambigua
RR_03,2,plant_walk,10,Justicia longii,NA,NA,NA,0.01,NA,Justicia longii
RR_03,2,plant_walk,11,Ferocactus wislizeni,NA,NA,NA,0.01,NA,Ferocactus wislizeni
RR_03,2,plant_walk,12,Foquiera splendens,NA,NA,NA,0.01,NA,Fouquieria splendens
RR_03,2,plant_walk,13,Erigeron divergens,NA,NA,NA,0.01,NA,Erigeron divergens
RR_03,2,plant_walk,14,Muhlenbergia porteri,NA,NA,NA,0.01,NA,Muhlenbergia porteri
RR_04,2,plant_walk,1,Bouteloua repens,NA,NA,NA,0.01,NA,Bouteloua repens
RR_04,2,plant_walk,2,Fern 3,NA,NA,NA,0.01,NA,Fern sp. (3)
RR_04,2,plant_walk,3,Plantago purshii,NA,NA,NA,0.01,NA,Plantago purshii
RR_04,2,plant_walk,4,Abutiton abutiloides,NA,NA,NA,0.01,NA,Abutiton abutiloides
RR_04,2,plant_walk,5,Lycium sp. 2,NA,NA,NA,0.01,NA,Lycium sp. (2)
RR_04,2,plant_walk,6,Unarmed acacia,NA,NA,NA,0.01,NA,Acacia sp. (unarmed)
RR_04,2,plant_walk,7,Evolvulus arizonicus,NA,NA,NA,0.01,NA,Evolvulus arizonicus
RR_04,2,plant_walk,8,Tridens mutica,NA,NA,NA,0.01,NA,Tridens mutica
RR_04,2,plant_walk,9,Carnegiea gigantea,NA,NA,NA,0.01,NA,Carnegiea gigantea
RR_04,2,plant_walk,10,Prosopsis velutina,NA,NA,NA,0.01,NA,Prosopsis velutina
RR_04,2,plant_walk,11,Muhlenbergia porteri,NA,NA,NA,0.01,NA,Muhlenbergia porteri
RR_04,2,plant_walk,12,Allionia incarnata,NA,NA,NA,0.01,NA,Allionia incarnata
RR_04,2,plant_walk,13,Abutiton abutiloides,NA,NA,NA,0.01,NA,Abutiton abutiloides
RR_04,2,plant_walk,14,Ayenia filiformis,NA,NA,NA,0.01,NA,Ayenia filiformis
RR_04,2,plant_walk,15,Lycium sp. (same as RR_01),NA,NA,NA,0.01,NA,Lycium sp.
RR_05,2,plant_walk,1,Muhlenbergia porteri,NA,NA,NA,0.01,NA,Muhlenbergia porteri
RR_05,2,plant_walk,2,Abutiton abutiloides,NA,NA,NA,0.01,NA,Abutiton abutiloides
RR_05,2,plant_walk,3,Jatropha caridophylla,NA,NA,NA,0.01,NA,Jatropha caridophylla
RR_05,2,plant_walk,4,"Fab subshrub, purple flrs > to key",NA,NA,NA,0.01,NA,Fabaceae sp.
RR_05,2,plant_walk,5,Unk brassicaceae,NA,NA,NA,0.01,NA,Brassicaceae sp.
RR_05,2,plant_walk,6,Echinocereus triglo,NA,NA,NA,0.01,NA,Echinocereus triglochidiatus
RR_05,2,plant_walk,7,Ferocactus wislizeni,NA,NA,NA,0.01,NA,Ferocactus wislizeni
RR_05,2,plant_walk,8,Cylindropuntia versicolor,NA,NA,NA,0.01,NA,Cylindropuntia versicolor
RR_05,2,plant_walk,9,Justicia longii,NA,NA,NA,0.01,NA,Justicia longii
RR_05,2,plant_walk,10,Unkown aster,NA,NA,NA,0.01,NA,Asteraceae sp.
RR_05,2,plant_walk,11,Carnegiea gigantea,NA,NA,NA,0.01,NA,Carnegiea gigantea
RR_05,2,plant_walk,12,Unarmed acacia,NA,NA,NA,0.01,NA,Acacia sp. (unarmed)
RR_05,2,plant_walk,13,Acacia greggii,NA,NA,NA,0.01,NA,Acacia greggii
RR_05,2,plant_walk,14,Marina parryi,NA,NA,NA,0.01,NA,Marina parryi
RR_06,2,plant_walk,1,Bouteloua repens,NA,NA,NA,0.01,NA,Bouteloua repens
RR_06,2,plant_walk,2,Mammilaria grahamii,NA,NA,NA,0.01,NA,Mammillaria grahamii
RR_06,2,plant_walk,3,dried up perennial herb,NA,NA,NA,0.01,NA,Unknown forb (perennial)
RR_06,2,plant_walk,4,Abutiton abutiloides,NA,NA,NA,0.01,NA,Abutiton abutiloides
RR_06,2,plant_walk,5,Unkown Brassicaceae w/drooping siliques,NA,NA,NA,0.01,NA,cf. Boechera sp.
RR_06,2,plant_walk,6,Muhlenbergia porteri,NA,NA,NA,0.01,NA,Muhlenbergia porteri
RR_06,2,plant_walk,7,Ferocactus wislizeni,NA,NA,NA,0.01,NA,Ferocactus wislizeni
RR_06,2,plant_walk,8,Cylindropuntia versicolor,NA,NA,NA,0.01,NA,Cylindropuntia versicolor
RR_06,2,plant_walk,9,cf. centauria melitensis,NA,NA,NA,0.01,NA,Centaurea melitensis
RR_06,2,plant_walk,10,Prosopsis velutina,NA,NA,NA,0.01,NA,Prosopsis velutina
RR_06,2,plant_walk,11,Brickellia sp.,NA,NA,NA,0.01,NA,Brickellia sp.
RR_06,2,plant_walk,12,Pennisetum ciliare,NA,NA,NA,0.01,NA,Pennisetum ciliare
RR_06,2,plant_walk,13,Unk 2,NA,NA,NA,0.01,NA,Cryptantha sp. (Unk 2)
RR_06,2,plant_walk,14,Echinocereus triglo,NA,NA,NA,0.01,NA,Echinocereus triglochidiatus
RR_06,2,plant_walk,15,Macharaerthera bigelovii,NA,NA,NA,0.01,NA,Machaeranthera bigelovii
RR_06,2,plant_walk,16,Ayenia filiformis,NA,NA,NA,0.01,NA,Ayenia filiformis
RR_06,2,plant_walk,17,Allium sp.,NA,NA,NA,0.01,NA,Allium sp.
RR_06,2,plant_walk,18,Metastelma arizonicum,NA,NA,NA,0.01,NA,Metastelma arizonicum
RR_06,2,plant_walk,19,Lycium sp. 2,NA,NA,NA,0.01,NA,Lycium sp. (2)
RR_07,2b,plant_walk,1,Foquiera splendens,NA,NA,NA,0.01,NA,Fouquieria splendens
RR_07,2b,plant_walk,2,Cylindropuntia versicolor,NA,NA,NA,0.01,NA,Cylindropuntia versicolor
RR_07,2b,plant_walk,3,Abutiton abutiloides,NA,NA,NA,0.01,NA,Abutiton abutiloides
RR_07,2b,plant_walk,4,Jatropha caridophylla,NA,NA,NA,0.01,NA,Jatropha caridophylla
RR_07,2b,plant_walk,5,Lycium sp 2,NA,NA,NA,0.01,NA,Lycium sp. (2)
RR_07,2b,plant_walk,6,Lycium sp,NA,NA,NA,0.01,NA,Lycium sp.
RR_07,2b,plant_walk,7,Ephedra cf. trifurca,NA,NA,NA,0.01,NA,Ephedra trifurca
RR_07,2b,plant_walk,8,Bouteloua repens,NA,NA,NA,0.01,NA,Bouteloua repens
RR_07,2b,plant_walk,9,Prosopsis velutina,NA,NA,NA,0.01,NA,Prosopsis velutina
RR_07,2b,plant_walk,10,Acacia greggii,NA,NA,NA,0.01,NA,Acacia greggii
